Country Name,Metric,Year,Life Expectancy
Serbia,Male,1984,65.4
Seychelles,Female,1984,73.6
Seychelles,Male,1984,65.7
Seychelles,Total,1984,69.6
Sierra Leone,Female,1984,45.2
Sierra Leone,Male,1984,42.6
Sierra Leone,Total,1984,43.9
Singapore,Total,1984,73.3
Singapore,Female,1984,75.8
Singapore,Male,1984,70.9
Sint Maarten (Dutch part),Male,1984,70.5
Sint Maarten (Dutch part),Total,1984,72.4
Sint Maarten (Dutch part),Female,1984,74.3
Slovak Republic,Male,1984,66.8
Slovak Republic,Female,1984,74.9
Slovak Republic,Total,1984,70.8
Slovenia,Female,1984,75.0
Slovenia,Total,1984,70.9
Slovenia,Male,1984,67.0
Small states,Male,1984,61.2
Small states,Female,1984,67.1
Small states,Total,1984,63.9
Solomon Islands,Total,1984,64.0
Solomon Islands,Female,1984,67.4
Solomon Islands,Male,1984,61.5
Somalia,Total,1984,48.5
Somalia,Male,1984,47.1
Somalia,Female,1984,49.9
South Africa,Male,1984,59.0
South Africa,Female,1984,65.0
South Africa,Total,1984,61.9
South Asia,Female,1984,56.4
South Asia,Total,1984,55.8
South Asia,Male,1984,55.4
South Asia (IDA & IBRD),Male,1984,55.4
South Asia (IDA & IBRD),Female,1984,56.4
South Asia (IDA & IBRD),Total,1984,55.8
South Sudan,Total,1984,32.7
South Sudan,Male,1984,30.8
South Sudan,Female,1984,34.6
Spain,Male,1984,73.1
Spain,Female,1984,79.6
Spain,Total,1984,76.3
Sri Lanka,Female,1984,74.4
Sri Lanka,Total,1984,70.6
Sri Lanka,Male,1984,67.5
St. Kitts and Nevis,Total,1984,65.3
St. Kitts and Nevis,Female,1984,67.6
St. Kitts and Nevis,Male,1984,62.9
St. Lucia,Total,1984,70.4
St. Lucia,Male,1984,67.9
St. Lucia,Female,1984,72.7
St. Martin (French part),Total,1984,72.8
St. Martin (French part),Female,1984,76.3
St. Martin (French part),Male,1984,69.7
St. Vincent and the Grenadines,Total,1984,71.2
St. Vincent and the Grenadines,Male,1984,70.0
St. Vincent and the Grenadines,Female,1984,72.5
Sub-Saharan Africa,Female,1984,50.3
Sub-Saharan Africa,Male,1984,46.6
Sub-Saharan Africa,Total,1984,48.4
Sub-Saharan Africa (IDA & IBRD countries),Female,1984,50.3
Sub-Saharan Africa (IDA & IBRD countries),Total,1984,48.4
Sub-Saharan Africa (IDA & IBRD countries),Male,1984,46.6
Sub-Saharan Africa (excluding high income),Female,1984,50.3
Sub-Saharan Africa (excluding high income),Male,1984,46.6
Sub-Saharan Africa (excluding high income),Total,1984,48.4
Sudan,Female,1984,49.2
Sudan,Total,1984,46.2
Sudan,Male,1984,43.6
Suriname,Male,1984,60.1
Suriname,Total,1984,62.9
Suriname,Female,1984,65.9
Sweden,Total,1984,76.8
Sweden,Male,1984,73.8
Sweden,Female,1984,79.9
Switzerland,Female,1984,80.0
Switzerland,Male,1984,73.4
Switzerland,Total,1984,76.6
Syrian Arab Republic,Total,1984,68.9
Syrian Arab Republic,Male,1984,67.4
Syrian Arab Republic,Female,1984,70.6
Tajikistan,Total,1984,60.1
Tajikistan,Female,1984,62.5
Tajikistan,Male,1984,57.6
Tanzania,Total,1984,51.5
Tanzania,Female,1984,54.0
Tanzania,Male,1984,49.2
Thailand,Female,1984,70.4
Thailand,Total,1984,66.7
Thailand,Male,1984,63.2
Timor-Leste,Total,1984,33.8
Timor-Leste,Male,1984,28.0
Timor-Leste,Female,1984,43.0
Togo,Total,1984,53.1
Togo,Male,1984,51.4
Togo,Female,1984,54.8
Tonga,Male,1984,63.0
Tonga,Total,1984,66.5
Tonga,Female,1984,70.7
Trinidad and Tobago,Total,1984,67.6
Trinidad and Tobago,Male,1984,65.1
Trinidad and Tobago,Female,1984,70.2
Tunisia,Female,1984,69.1
Tunisia,Total,1984,66.8
Tunisia,Male,1984,64.8
Turkiye,Male,1984,61.5
Turkiye,Female,1984,68.4
Turkiye,Total,1984,64.7
Turkmenistan,Female,1984,65.6
Turkmenistan,Total,1984,62.3
Turkmenistan,Male,1984,58.8
Turks and Caicos Islands,Male,1984,67.1
Turks and Caicos Islands,Female,1984,70.5
Turks and Caicos Islands,Total,1984,68.9
Tuvalu,Female,1984,64.4
Tuvalu,Total,1984,61.5
Tuvalu,Male,1984,58.3
Uganda,Male,1984,39.5
Uganda,Total,1984,43.8
Uganda,Female,1984,48.6
Ukraine,Female,1984,73.6
Ukraine,Total,1984,68.5
Ukraine,Male,1984,63.7
United Arab Emirates,Male,1984,68.8
United Arab Emirates,Female,1984,73.4
United Arab Emirates,Total,1984,70.5
United Kingdom,Male,1984,71.9
United Kingdom,Female,1984,77.8
United Kingdom,Total,1984,74.8
United States,Male,1984,71.1
United States,Total,1984,74.6
United States,Female,1984,78.2
Upper middle income,Total,1984,65.5
Upper middle income,Male,1984,62.9
Upper middle income,Female,1984,68.2
Uruguay,Male,1984,68.1
Uruguay,Female,1984,75.7
Uruguay,Total,1984,71.8
Uzbekistan,Female,1984,67.0
Uzbekistan,Total,1984,64.0
Uzbekistan,Male,1984,60.9
Vanuatu,Male,1984,61.5
Vanuatu,Female,1984,67.2
Vanuatu,Total,1984,63.9
"Venezuela, RB",Female,1984,72.8
"Venezuela, RB",Male,1984,68.2
"Venezuela, RB",Total,1984,70.4
Viet Nam,Female,1984,71.6
Viet Nam,Male,1984,63.1
Viet Nam,Total,1984,67.3
Virgin Islands (U.S.),Total,1984,69.5
Virgin Islands (U.S.),Female,1984,73.0
Virgin Islands (U.S.),Male,1984,66.3
West Bank and Gaza,Female,1984,67.3
West Bank and Gaza,Total,1984,65.0
West Bank and Gaza,Male,1984,63.0
World,Total,1984,63.5
World,Female,1984,66.0
World,Male,1984,61.2
"Yemen, Rep.",Female,1984,57.1
"Yemen, Rep.",Total,1984,54.9
"Yemen, Rep.",Male,1984,52.8
Zambia,Female,1984,54.5
Zambia,Male,1984,50.9
Zambia,Total,1984,52.8
Zimbabwe,Total,1984,61.1
Zimbabwe,Male,1984,58.6
Zimbabwe,Female,1984,63.5
Afghanistan,Total,1985,33.6
Afghanistan,Male,1985,29.9
Afghanistan,Female,1985,38.3
Africa Eastern and Southern,Total,1985,49.1
Africa Eastern and Southern,Male,1985,47.0
Africa Eastern and Southern,Female,1985,51.3
Africa Western and Central,Total,1985,48.0
Africa Western and Central,Male,1985,46.7
Africa Western and Central,Female,1985,49.4
Albania,Female,1985,74.6
Albania,Male,1985,68.8
Albania,Total,1985,71.7
Algeria,Female,1985,65.2
Algeria,Total,1985,63.6
Algeria,Male,1985,62.0
American Samoa,Female,1985,73.5
American Samoa,Total,1985,70.7
American Samoa,Male,1985,67.8
Andorra,Total,1985,65.8
Andorra,Male,1985,63.4
Andorra,Female,1985,68.5
Angola,Male,1985,39.7
Angola,Total,1985,42.6
Angola,Female,1985,45.9
Antigua and Barbuda,Male,1985,70.8
Antigua and Barbuda,Female,1985,76.1
Antigua and Barbuda,Total,1985,73.6
Arab World,Male,1985,57.9
Arab World,Female,1985,62.4
Arab World,Total,1985,60.0
Argentina,Female,1985,73.3
Argentina,Male,1985,66.1
Argentina,Total,1985,69.7
Armenia,Total,1985,67.9
Armenia,Male,1985,64.7
Armenia,Female,1985,70.9
Aruba,Male,1985,68.9
Aruba,Female,1985,76.1
Aruba,Total,1985,72.4
Australia,Total,1985,75.6
Australia,Male,1985,72.4
Australia,Female,1985,79.0
Austria,Total,1985,73.8
Austria,Male,1985,70.4
Austria,Female,1985,77.4
Azerbaijan,Female,1985,65.4
Azerbaijan,Total,1985,62.1
Azerbaijan,Male,1985,58.5
"Bahamas, The",Female,1985,72.9
"Bahamas, The",Male,1985,65.8
"Bahamas, The",Total,1985,69.3
Bahrain,Female,1985,73.2
Bahrain,Total,1985,72.1
Bahrain,Male,1985,71.3
Bangladesh,Female,1985,53.3
Bangladesh,Male,1985,54.4
Bangladesh,Total,1985,53.9
Barbados,Male,1985,70.1
Barbados,Total,1985,72.5
Barbados,Female,1985,74.7
Belarus,Male,1985,66.7
Belarus,Female,1985,75.5
Belarus,Total,1985,71.0
Belgium,Total,1985,74.5
Belgium,Female,1985,78.1
Belgium,Male,1985,71.1
Belize,Male,1985,68.3
Belize,Female,1985,70.7
Belize,Total,1985,69.5
Benin,Total,1985,50.4
Benin,Female,1985,53.2
Benin,Male,1985,47.6
Bermuda,Male,1985,70.2
Bermuda,Total,1985,73.3
Bermuda,Female,1985,76.5
Bhutan,Female,1985,53.3
Bhutan,Total,1985,52.1
Bhutan,Male,1985,51.1
Bolivia,Male,1985,52.1
Bolivia,Female,1985,54.7
Bolivia,Total,1985,53.4
Bosnia and Herzegovina,Female,1985,73.5
Bosnia and Herzegovina,Male,1985,68.0
Bosnia and Herzegovina,Total,1985,70.8
Botswana,Total,1985,62.6
Botswana,Male,1985,59.6
Botswana,Female,1985,65.6
Brazil,Male,1985,61.8
Brazil,Total,1985,64.2
Brazil,Female,1985,66.7
British Virgin Islands,Female,1985,74.4
British Virgin Islands,Total,1985,73.4
British Virgin Islands,Male,1985,72.6
Brunei Darussalam,Female,1985,72.4
Brunei Darussalam,Male,1985,69.2
Brunei Darussalam,Total,1985,70.6
Bulgaria,Total,1985,71.2
Bulgaria,Female,1985,74.5
Bulgaria,Male,1985,68.2
Burkina Faso,Female,1985,50.0
Burkina Faso,Total,1985,48.9
Burkina Faso,Male,1985,47.8
Burundi,Male,1985,47.0
Burundi,Total,1985,48.5
Burundi,Female,1985,50.1
Cabo Verde,Total,1985,62.2
Cabo Verde,Male,1985,61.1
Cabo Verde,Female,1985,63.1
Cambodia,Male,1985,46.6
Cambodia,Female,1985,55.2
Cambodia,Total,1985,51.0
Cameroon,Male,1985,52.8
Cameroon,Female,1985,54.9
Cameroon,Total,1985,53.9
Canada,Total,1985,76.3
Canada,Female,1985,79.8
Canada,Male,1985,73.0
Caribbean small states,Total,1985,66.4
Caribbean small states,Male,1985,63.9
Caribbean small states,Female,1985,69.0
Cayman Islands,Male,1985,70.0
Cayman Islands,Total,1985,72.1
Cayman Islands,Female,1985,74.4
Central African Republic,Total,1985,50.5
Central African Republic,Female,1985,52.4
Central African Republic,Male,1985,48.8
Central Europe and the Baltics,Male,1985,66.6
Central Europe and the Baltics,Total,1985,70.3
Central Europe and the Baltics,Female,1985,74.2
Chad,Male,1985,43.0
Chad,Total,1985,45.0
Chad,Female,1985,47.1
Channel Islands,Male,1985,72.4
Channel Islands,Female,1985,77.9
Channel Islands,Total,1985,75.3
Chile,Total,1985,71.2
Chile,Male,1985,68.0
Chile,Female,1985,74.5
China,Total,1985,66.6
China,Female,1985,69.1
China,Male,1985,64.3
Colombia,Total,1985,66.3
Colombia,Female,1985,69.2
Colombia,Male,1985,63.5
Comoros,Total,1985,53.5
Comoros,Female,1985,54.9
Comoros,Male,1985,52.2
"Congo, Dem. Rep.",Female,1985,47.4
"Congo, Dem. Rep.",Male,1985,45.8
"Congo, Dem. Rep.",Total,1985,46.6
"Congo, Rep.",Female,1985,60.4
"Congo, Rep.",Total,1985,57.5
"Congo, Rep.",Male,1985,54.6
Costa Rica,Male,1985,73.2
Costa Rica,Female,1985,77.1
Costa Rica,Total,1985,75.1
Cote d'Ivoire,Male,1985,51.3
Cote d'Ivoire,Total,1985,53.2
Cote d'Ivoire,Female,1985,55.3
Croatia,Male,1985,67.1
Croatia,Total,1985,70.9
Croatia,Female,1985,74.8
Cuba,Male,1985,71.8
Cuba,Total,1985,73.6
Cuba,Female,1985,75.7
Curacao,Female,1985,73.9
Curacao,Male,1985,69.5
Curacao,Total,1985,71.6
Cyprus,Male,1985,70.5
Cyprus,Total,1985,72.6
Cyprus,Female,1985,74.9
Czechia,Total,1985,71.0
Czechia,Male,1985,67.5
Czechia,Female,1985,74.8
Denmark,Female,1985,77.5
Denmark,Total,1985,74.4
Denmark,Male,1985,71.5
Djibouti,Total,1985,54.1
Djibouti,Female,1985,56.0
Djibouti,Male,1985,52.2
Dominica,Female,1985,72.4
Dominica,Male,1985,69.9
Dominica,Total,1985,71.3
Dominican Republic,Total,1985,64.1
Dominican Republic,Male,1985,62.0
Dominican Republic,Female,1985,66.3
Early-demographic dividend,Female,1985,60.0
Early-demographic dividend,Total,1985,58.6
Early-demographic dividend,Male,1985,57.3
East Asia & Pacific,Male,1985,64.4
East Asia & Pacific,Female,1985,69.3
East Asia & Pacific,Total,1985,66.8
East Asia & Pacific (IDA & IBRD countries),Female,1985,68.0
East Asia & Pacific (IDA & IBRD countries),Total,1985,65.6
East Asia & Pacific (IDA & IBRD countries),Male,1985,63.3
East Asia & Pacific (excluding high income),Total,1985,65.6
East Asia & Pacific (excluding high income),Female,1985,68.0
East Asia & Pacific (excluding high income),Male,1985,63.3
Ecuador,Total,1985,65.8
Ecuador,Female,1985,68.3
Ecuador,Male,1985,63.4
"Egypt, Arab Rep.",Total,1985,60.5
"Egypt, Arab Rep.",Male,1985,58.6
"Egypt, Arab Rep.",Female,1985,62.4
El Salvador,Female,1985,63.9
El Salvador,Total,1985,57.0
El Salvador,Male,1985,50.9
Equatorial Guinea,Female,1985,51.3
Equatorial Guinea,Total,1985,49.7
Equatorial Guinea,Male,1985,48.1
Eritrea,Female,1985,48.8
Eritrea,Total,1985,46.1
Eritrea,Male,1985,43.6
Estonia,Total,1985,69.4
Estonia,Female,1985,74.4
Estonia,Male,1985,64.6
Eswatini,Female,1985,62.4
Eswatini,Male,1985,58.9
Eswatini,Total,1985,60.8
Ethiopia,Female,1985,39.1
Ethiopia,Total,1985,37.4
Ethiopia,Male,1985,35.7
Euro area,Female,1985,78.3
Euro area,Total,1985,74.8
Euro area,Male,1985,71.4
Europe & Central Asia,Total,1985,71.2
Europe & Central Asia,Male,1985,67.5
Europe & Central Asia,Female,1985,75.1
Europe & Central Asia (IDA & IBRD countries),Male,1985,63.7
Europe & Central Asia (IDA & IBRD countries),Female,1985,72.3
Europe & Central Asia (IDA & IBRD countries),Total,1985,67.9
Europe & Central Asia (excluding high income),Male,1985,63.1
Europe & Central Asia (excluding high income),Female,1985,70.9
Europe & Central Asia (excluding high income),Total,1985,66.9
European Union,Total,1985,73.8
European Union,Female,1985,77.4
European Union,Male,1985,70.4
Faroe Islands,Female,1985,74.5
Faroe Islands,Total,1985,70.6
Faroe Islands,Male,1985,67.1
Fiji,Female,1985,67.2
Fiji,Total,1985,64.5
Fiji,Male,1985,62.3
Finland,Female,1985,78.5
Finland,Total,1985,74.2
Finland,Male,1985,70.1
Fragile and conflict affected situations,Female,1985,54.1
Fragile and conflict affected situations,Male,1985,49.2
Fragile and conflict affected situations,Total,1985,51.6
France,Female,1985,79.5
France,Total,1985,75.3
France,Male,1985,71.3
French Polynesia,Male,1985,70.2
French Polynesia,Female,1985,73.2
French Polynesia,Total,1985,71.6
Gabon,Male,1985,57.6
Gabon,Total,1985,59.3
Gabon,Female,1985,61.0
"Gambia, The",Male,1985,46.6
"Gambia, The",Total,1985,48.2
"Gambia, The",Female,1985,49.8
Georgia,Male,1985,64.0
Georgia,Total,1985,68.4
Georgia,Female,1985,72.3
Germany,Female,1985,77.5
Germany,Total,1985,74.2
Germany,Male,1985,71.1
Ghana,Male,1985,50.5
Ghana,Female,1985,54.4
Ghana,Total,1985,52.4
Gibraltar,Female,1985,79.4
Gibraltar,Total,1985,76.0
Gibraltar,Male,1985,72.5
Greece,Female,1985,78.6
Greece,Male,1985,73.7
Greece,Total,1985,76.1
Greenland,Male,1985,60.6
Greenland,Female,1985,67.2
Greenland,Total,1985,63.8
Grenada,Male,1985,66.8
Grenada,Female,1985,72.1
Grenada,Total,1985,69.6
Guam,Total,1985,71.1
Guam,Male,1985,67.8
Guam,Female,1985,74.9
Guatemala,Male,1985,57.6
Guatemala,Female,1985,63.1
Guatemala,Total,1985,60.2
Guinea,Male,1985,44.3
Guinea,Total,1985,45.5
Guinea,Female,1985,46.7
Guinea-Bissau,Total,1985,45.1
Guinea-Bissau,Male,1985,43.3
Guinea-Bissau,Female,1985,47.0
Guyana,Female,1985,64.5
Guyana,Male,1985,59.1
Guyana,Total,1985,61.7
Haiti,Total,1985,51.5
Haiti,Male,1985,50.3
Haiti,Female,1985,52.7
Heavily indebted poor countries (HIPC),Male,1985,44.9
Heavily indebted poor countries (HIPC),Female,1985,48.8
Heavily indebted poor countries (HIPC),Total,1985,46.7
High income,Total,1985,73.5
High income,Male,1985,70.0
High income,Female,1985,77.1
Honduras,Male,1985,61.3
Honduras,Female,1985,64.8
Honduras,Total,1985,63.0
"Hong Kong SAR, China",Male,1985,73.8
"Hong Kong SAR, China",Female,1985,79.2
"Hong Kong SAR, China",Total,1985,76.4
Hungary,Total,1985,69.0
Hungary,Male,1985,65.1
Hungary,Female,1985,73.1
IBRD only,Total,1985,63.5
IBRD only,Male,1985,61.3
IBRD only,Female,1985,65.9
IDA & IBRD total,Male,1985,59.2
IDA & IBRD total,Total,1985,61.2
IDA & IBRD total,Female,1985,63.5
IDA blend,Total,1985,55.2
IDA blend,Female,1985,56.5
IDA blend,Male,1985,53.9
IDA only,Total,1985,50.4
IDA only,Male,1985,49.0
IDA only,Female,1985,51.9
IDA total,Total,1985,51.9
IDA total,Male,1985,50.6
IDA total,Female,1985,53.4
Iceland,Total,1985,77.6
Iceland,Female,1985,80.4
Iceland,Male,1985,74.9
India,Female,1985,56.9
India,Male,1985,55.8
India,Total,1985,56.3
Indonesia,Male,1985,59.8
Indonesia,Total,1985,61.3
Indonesia,Female,1985,62.9
"Iran, Islamic Rep.",Total,1985,61.9
"Iran, Islamic Rep.",Female,1985,65.3
"Iran, Islamic Rep.",Male,1985,59.0
Iraq,Male,1985,53.9
Iraq,Total,1985,60.7
Iraq,Female,1985,68.5
Ireland,Female,1985,76.6
Ireland,Male,1985,70.8
Ireland,Total,1985,73.6
Isle of Man,Total,1985,69.5
Isle of Man,Female,1985,74.4
Isle of Man,Male,1985,64.9
Israel,Male,1985,73.5
Israel,Total,1985,75.2
Israel,Female,1985,77.0
Italy,Total,1985,75.5
Italy,Male,1985,72.3
Italy,Female,1985,78.8
Jamaica,Total,1985,70.5
Jamaica,Female,1985,71.6
Jamaica,Male,1985,69.4
Japan,Total,1985,77.6
Japan,Female,1985,80.5
Japan,Male,1985,74.8
Jordan,Male,1985,67.0
Jordan,Total,1985,68.3
Jordan,Female,1985,69.6
Kazakhstan,Male,1985,64.0
Kazakhstan,Female,1985,73.3
Kazakhstan,Total,1985,68.5
Kenya,Total,1985,60.6
Kenya,Female,1985,62.3
Kenya,Male,1985,58.9
Kiribati,Male,1985,57.0
Kiribati,Total,1985,58.6
Kiribati,Female,1985,60.1
"Korea, Dem. People's Rep.",Total,1985,68.7
"Korea, Dem. People's Rep.",Male,1985,64.6
"Korea, Dem. People's Rep.",Female,1985,71.8
"Korea, Rep.",Female,1985,73.2
"Korea, Rep.",Total,1985,68.8
"Korea, Rep.",Male,1985,64.6
Kosovo,Female,1985,70.9
Kosovo,Total,1985,69.3
Kosovo,Male,1985,67.8
Kuwait,Female,1985,75.2
Kuwait,Total,1985,73.1
Kuwait,Male,1985,71.4
Kyrgyz Republic,Female,1985,66.7
Kyrgyz Republic,Total,1985,63.0
Kyrgyz Republic,Male,1985,59.5
Lao PDR,Male,1985,50.1
Lao PDR,Female,1985,52.1
Lao PDR,Total,1985,51.1
Late-demographic dividend,Male,1985,64.1
Late-demographic dividend,Female,1985,69.8
Late-demographic dividend,Total,1985,66.9
Latin America & Caribbean,Total,1985,65.8
Latin America & Caribbean,Male,1985,63.0
Latin America & Caribbean,Female,1985,68.7
Latin America & Caribbean (excluding high income),Male,1985,62.5
Latin America & Caribbean (excluding high income),Female,1985,68.1
Latin America & Caribbean (excluding high income),Total,1985,65.2
Latin America & the Caribbean (IDA & IBRD countries),Male,1985,62.7
Latin America & the Caribbean (IDA & IBRD countries),Total,1985,65.5
Latin America & the Caribbean (IDA & IBRD countries),Female,1985,68.4
Latvia,Male,1985,64.8
Latvia,Total,1985,69.3
Latvia,Female,1985,74.1
Least developed countries: UN classification,Female,1985,49.9
Least developed countries: UN classification,Total,1985,48.4
Least developed countries: UN classification,Male,1985,47.1
Lebanon,Total,1985,60.5
Lebanon,Female,1985,68.0
Lebanon,Male,1985,54.0
Lesotho,Total,1985,59.1
Lesotho,Female,1985,64.0
Lesotho,Male,1985,54.8
Liberia,Female,1985,46.4
Liberia,Male,1985,43.1
Liberia,Total,1985,44.7
Libya,Female,1985,70.0
Libya,Male,1985,65.0
Libya,Total,1985,67.3
Liechtenstein,Total,1985,59.0
Liechtenstein,Male,1985,56.4
Liechtenstein,Female,1985,62.0
Lithuania,Male,1985,65.8
Lithuania,Total,1985,70.5
Lithuania,Female,1985,75.5
Low & middle income,Total,1985,60.8
Low & middle income,Female,1985,62.8
Low & middle income,Male,1985,58.9
Low income,Female,1985,49.1
Low income,Total,1985,47.0
Low income,Male,1985,45.0
Lower middle income,Male,1985,55.7
Lower middle income,Female,1985,57.8
Lower middle income,Total,1985,56.7
Luxembourg,Total,1985,73.5
Luxembourg,Female,1985,77.2
Luxembourg,Male,1985,70.1
"Macao SAR, China",Total,1985,75.5
"Macao SAR, China",Male,1985,73.2
"Macao SAR, China",Female,1985,77.6
Madagascar,Female,1985,50.9
Madagascar,Male,1985,48.4
Madagascar,Total,1985,49.6
Malawi,Female,1985,47.1
Malawi,Total,1985,44.9
Malawi,Male,1985,42.8
Malaysia,Total,1985,70.3
Malaysia,Female,1985,72.4
Malaysia,Male,1985,68.4
Maldives,Total,1985,59.7
Maldives,Male,1985,59.2
Maldives,Female,1985,60.4
Mali,Female,1985,43.6
Mali,Total,1985,43.2
Mali,Male,1985,42.8
Malta,Female,1985,75.9
Malta,Total,1985,73.1
Malta,Male,1985,70.4
Marshall Islands,Female,1985,66.1
Marshall Islands,Total,1985,62.1
Marshall Islands,Male,1985,58.9
Mauritania,Male,1985,55.9
Mauritania,Total,1985,57.6
Mauritania,Female,1985,59.3
Mauritius,Total,1985,67.5
Mauritius,Male,1985,64.1
Mauritius,Female,1985,71.0
Mexico,Total,1985,67.9
Mexico,Male,1985,64.5
Mexico,Female,1985,71.5
"Micronesia, Fed. Sts.",Female,1985,69.4
"Micronesia, Fed. Sts.",Total,1985,66.0
"Micronesia, Fed. Sts.",Male,1985,62.8
Middle East & North Africa,Female,1985,65.0
Middle East & North Africa,Male,1985,60.1
Middle East & North Africa,Total,1985,62.4
Middle East & North Africa (IDA & IBRD countries),Male,1985,59.3
Middle East & North Africa (IDA & IBRD countries),Total,1985,61.7
Middle East & North Africa (IDA & IBRD countries),Female,1985,64.4
Middle East & North Africa (excluding high income),Female,1985,64.4
Middle East & North Africa (excluding high income),Total,1985,61.7
Middle East & North Africa (excluding high income),Male,1985,59.3
Middle income,Total,1985,61.8
Middle income,Male,1985,59.9
Middle income,Female,1985,63.9
Moldova,Male,1985,62.0
Moldova,Total,1985,65.7
Moldova,Female,1985,69.1
Monaco,Total,1985,62.5
Monaco,Female,1985,64.9
Monaco,Male,1985,60.0
Mongolia,Male,1985,54.3
Mongolia,Female,1985,59.5
Mongolia,Total,1985,56.8
Montenegro,Male,1985,70.4
Montenegro,Female,1985,77.4
Montenegro,Total,1985,73.9
Morocco,Female,1985,60.7
Morocco,Male,1985,57.9
Morocco,Total,1985,59.3
Mozambique,Total,1985,38.7
Mozambique,Male,1985,35.1
Mozambique,Female,1985,42.5
Myanmar,Total,1985,55.6
Myanmar,Male,1985,53.4
Myanmar,Female,1985,58.0
Namibia,Total,1985,59.0
Namibia,Female,1985,63.9
Namibia,Male,1985,54.3
Nauru,Total,1985,61.6
Nauru,Female,1985,65.9
Nauru,Male,1985,59.5
Nepal,Total,1985,50.9
Nepal,Female,1985,50.7
Nepal,Male,1985,51.0
Netherlands,Male,1985,73.1
Netherlands,Female,1985,79.7
Netherlands,Total,1985,76.3
New Caledonia,Total,1985,68.8
New Caledonia,Female,1985,72.3
New Caledonia,Male,1985,65.4
New Zealand,Female,1985,76.8
New Zealand,Total,1985,73.8
New Zealand,Male,1985,71.0
Nicaragua,Male,1985,50.9
Nicaragua,Total,1985,56.5
Nicaragua,Female,1985,62.9
Niger,Total,1985,40.0
Niger,Female,1985,40.0
Niger,Male,1985,40.0
Nigeria,Female,1985,47.6
Nigeria,Male,1985,45.1
Nigeria,Total,1985,46.3
North America,Total,1985,74.7
North America,Male,1985,71.3
North America,Female,1985,78.4
North Macedonia,Total,1985,70.1
North Macedonia,Male,1985,67.9
North Macedonia,Female,1985,72.4
Northern Mariana Islands,Total,1985,47.7
Northern Mariana Islands,Male,1985,44.7
Northern Mariana Islands,Female,1985,51.0
Norway,Total,1985,75.9
Norway,Male,1985,72.6
Norway,Female,1985,79.4
Not classified,Female,1985,66.8
Not classified,Male,1985,63.3
Not classified,Total,1985,65.0
OECD members,Male,1985,70.1
OECD members,Female,1985,77.0
OECD members,Total,1985,73.4
Oman,Male,1985,64.1
Oman,Female,1985,68.6
Oman,Total,1985,66.3
Other small states,Male,1985,60.8
Other small states,Total,1985,63.6
Other small states,Female,1985,66.9
Pacific island small states,Female,1985,67.6
Pacific island small states,Total,1985,64.5
Pacific island small states,Male,1985,62.0
Pakistan,Male,1985,58.5
Pakistan,Total,1985,59.4
Pakistan,Female,1985,60.4
Palau,Total,1985,61.2
Palau,Female,1985,63.5
Palau,Male,1985,59.4
Panama,Male,1985,68.1
Panama,Female,1985,73.6
Panama,Total,1985,70.7
Papua New Guinea,Female,1985,61.6
Papua New Guinea,Male,1985,57.0
Papua New Guinea,Total,1985,58.9
Paraguay,Male,1985,64.8
Paraguay,Female,1985,67.9
Paraguay,Total,1985,66.3
Peru,Female,1985,64.2
Peru,Male,1985,58.6
Peru,Total,1985,61.3
Philippines,Total,1985,63.5
Philippines,Male,1985,61.8
Philippines,Female,1985,65.4
Poland,Total,1985,70.5
Poland,Male,1985,66.5
Poland,Female,1985,74.8
Portugal,Total,1985,72.8
Portugal,Female,1985,76.4
Portugal,Male,1985,69.4
Post-demographic dividend,Male,1985,71.1
Post-demographic dividend,Total,1985,74.4
Post-demographic dividend,Female,1985,77.9
Pre-demographic dividend,Total,1985,47.8
Pre-demographic dividend,Female,1985,50.0
Pre-demographic dividend,Male,1985,45.9
Puerto Rico,Total,1985,73.1
Puerto Rico,Female,1985,77.2
Puerto Rico,Male,1985,69.2
Qatar,Female,1985,73.8
Qatar,Male,1985,71.5
Qatar,Total,1985,72.4
Romania,Female,1985,72.8
Romania,Male,1985,66.8
Romania,Total,1985,69.7
Russian Federation,Male,1985,62.7
Russian Federation,Female,1985,73.2
Russian Federation,Total,1985,67.9
Rwanda,Total,1985,51.7
Rwanda,Female,1985,53.4
Rwanda,Male,1985,50.1
Samoa,Total,1985,66.3
Samoa,Male,1985,63.5
Samoa,Female,1985,69.9
San Marino,Female,1985,56.8
San Marino,Male,1985,48.9
San Marino,Total,1985,52.7
Sao Tome and Principe,Male,1985,58.4
Sao Tome and Principe,Total,1985,59.8
Sao Tome and Principe,Female,1985,61.3
Saudi Arabia,Total,1985,66.3
Saudi Arabia,Male,1985,65.1
Saudi Arabia,Female,1985,68.0
Senegal,Female,1985,54.6
Senegal,Male,1985,51.0
Senegal,Total,1985,52.8
Serbia,Female,1985,72.0
Serbia,Total,1985,68.8
Serbia,Male,1985,65.7
Seychelles,Female,1985,76.1
Seychelles,Male,1985,63.6
Seychelles,Total,1985,69.7
Sierra Leone,Female,1985,45.2
Sierra Leone,Male,1985,42.6
Sierra Leone,Total,1985,43.9
Singapore,Total,1985,73.9
Singapore,Female,1985,76.4
Singapore,Male,1985,71.5
Sint Maarten (Dutch part),Male,1985,70.3
Sint Maarten (Dutch part),Total,1985,72.3
Sint Maarten (Dutch part),Female,1985,74.2
Slovak Republic,Male,1985,66.9
Slovak Republic,Female,1985,74.7
